Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Aerojet rocketdyne holdings  inc. (general tire and rubber - gencorp),AJRD,"",45800.0,1802000.0,0.0021,0.001,2308,28800.0,169.411765,addition,0.0569168,Q4 2021,INDUSTRIALS,13F,03/31/2022,42.1004,
Pcb bancorp,PCB,"",78401.0,1799000.0,0.0021,0.0021,2309,300.0,0.384118,addition,0.5246087,Q3 2019,FINANCE,13F,03/31/2022,17.0925,
Vertex  inc.,VERX,"",117200.0,1798000.0,0.0021,0.001,2310,67000.0,133.466135,addition,0.2731387,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,16.4665,
Materials select sector spdr,XLB,"",20400.0,1798000.0,0.0021,0.0023,2311,300.0,1.492537,addition,No Data,Q2 2019,FINANCE,13F,03/31/2022,90.5738,
Cedar realty trust  inc.,CDR,"",65027.0,1797000.0,0.0021,0.0018,2312,8700.0,15.445523,addition,0.4767245,Q1 2021,REAL ESTATE,13F,03/31/2022,14.1011,
Dole plc,DOLE,"",144600.0,1793000.0,0.0021,0.0016,2313,46361.0,47.192052,addition,0.1524067,Q4 2021,CONSUMER STAPLES,13F,03/31/2022,,
Sphere 3d corp,ANY,"",851276.0,1788000.0,0.0021,0.002,2314,328746.0,62.914282,addition,1.3391917,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,2.7261,
Comscore inc,SCOR,"",613950.0,1787000.0,0.0021,0.0023,2315,64416.0,11.721932,addition,0.6768620,Q2 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,3.3754,
First us bancshares inc,FUSB,"",153021.0,1784000.0,0.0021,0.002,2316,-455.0,-0.296463,reduction,2.5164124,Q1 2012,FINANCE,13F,03/31/2022,10.07,
Homestreet inc,HMST,"",37600.0,1781000.0,0.0021,0.0017,2317,11800.0,45.736434,addition,0.2010310,Q1 2019,FINANCE,13F,03/31/2022,33.7046,
Hycroft mining holding corporation,HYMC,"",773800.0,1780000.0,0.0021,0.0001,2318,686000.0,781.321185,addition,0.3927326,Q2 2021,FINANCE,13F,03/31/2022,2.2149,
Viemed healthcare inc,VMD,"",354656.0,1774000.0,0.0021,0.0011,2319,186256.0,110.603325,addition,0.8946835,Q3 2019,HEALTH CARE,13F,03/31/2022,6.7464,
Xeris biopharma holdings inc,XERS,"",692994.0,1774000.0,0.0021,0.0032,2320,-187200.0,-21.268039,reduction,0.5113186,Q1 2020,HEALTH CARE,13F,03/31/2022,3.16,
Flexible solutions international inc,FSI,"",434345.0,1768000.0,0.0021,0.0022,2321,-28900.0,-6.238599,reduction,3.5096470,Q2 2015,MATERIALS,13F,03/31/2022,2.74,
Omeros corp,OMER,"",293600.0,1765000.0,0.0021,0.0006,2322,214200.0,269.7733,addition,0.4680375,Q2 2021,HEALTH CARE,13F,03/31/2022,6.1236,
Vmware inc,VMW,"",15500.0,1765000.0,0.0021,,2323,15500.0,,new,0.0036778,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,113.87,
Alphatec holdings inc,ATEC,"",153300.0,1763000.0,0.0021,0.0008,2324,99900.0,187.078652,addition,0.1506498,Q1 2013,HEALTH CARE,13F,03/31/2022,12.9142,
Ishares u.s. consumer staples etf-,IYK,"",8800.0,1763000.0,0.0021,,2325,8800.0,,new,No Data,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,200.38,
Gordon pointe acquisition corp,HOFV,"",1586500.0,1761000.0,0.0021,0.0005,2326,1333200.0,526.332412,addition,1.4087540,Q3 2021,FINANCE,13F,03/31/2022,1.3559,
Surface oncology inc,SURF,"",598628.0,1760000.0,0.0021,,2327,598628.0,,new,1.0961941,Q1 2022,HEALTH CARE,13F,03/31/2022,2.94,
Fate therapeutics inc,FATE,"",45319.0,1757000.0,0.0021,,2328,45319.0,,new,0.0469000,Q1 2022,HEALTH CARE,13F,03/31/2022,38.77,
Ryan specialty group holdings inc,RYAN,"",45300.0,1757000.0,0.0021,0.0081,2329,-115400.0,-71.810828,reduction,0.0174771,Q4 2021,FINANCE,13F,03/31/2022,40.35,
Btc ishares msci global metals & mining producers etf,PICK,"",34220.0,1753000.0,0.0021,,2330,34220.0,,new,No Data,Q1 2022,FINANCE,13F,03/31/2022,51.22,
Iteris inc,ITI,"",587885.0,1752000.0,0.0021,0.0022,2331,153113.0,35.216849,addition,1.3855541,Q1 2010,INFORMATION TECHNOLOGY,13F,03/31/2022,3.6752,
Oil states international inc,OIS,"",251100.0,1745000.0,0.002,0.0025,2332,-153527.0,-37.942846,reduction,0.4057134,Q3 2016,ENERGY,13F,03/31/2022,5.03,
Heritage commerce corp.,HTBK,"",154900.0,1743000.0,0.002,0.0023,2333,1100.0,0.715215,addition,0.2562889,Q2 2011,FINANCE,13F,03/31/2022,11.9351,
Strata skin sciences inc,SSKN,"",1185253.0,1742000.0,0.002,0.0022,2334,-22100.0,-1.830451,reduction,3.4134477,Q1 2016,HEALTH CARE,13F,03/31/2022,3.73,
Eastman kodak co,KODK,"",265800.0,1741000.0,0.002,0.0008,2335,129600.0,95.154185,addition,0.3367968,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,5.5918,
Mechel pao american depositary shares adr,MTL,"",1545087.0,1738000.0,0.002,0.0065,2336,-90841.0,-5.552873,reduction,0.7423471,Q3 2016,MATERIALS,13F,03/31/2022,2.1,
Casa systems inc,CASA,"",384096.0,1736000.0,0.002,0.0025,2337,32400.0,9.212502,addition,0.4078311,Q4 2018,INFORMATION TECHNOLOGY,13F,03/31/2022,4.6573,
Planet fitness inc,PLNT,"",20500.0,1732000.0,0.002,0.0071,2338,-42700.0,-67.563291,reduction,0.0241387,Q2 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,75.69,
Huaneng power international  inc. adr,HNP,"",102400.0,1729000.0,0.002,0.0034,2339,-1100.0,-1.062802,reduction,0.0871418,Q2 2018,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,19.81,
Informatica inc,INFA,"",87535.0,1728000.0,0.002,0.0019,2340,47035.0,116.135802,addition,0.0370959,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,27.7165,
Fabrinet,FN,"",16400.0,1724000.0,0.002,0.0075,2341,-34400.0,-67.716535,reduction,0.0445832,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,118.47,
Spdr ice preferred securities etf,PSK,"",44200.0,1724000.0,0.002,0.001,2342,25900.0,141.530055,addition,No Data,Q3 2020,FINANCE,13F,03/31/2022,40.6247,
Ishares msci netherlands etf,EWN,"",40700.0,1723000.0,0.002,,2343,40700.0,,new,No Data,Q4 2020,FINANCE,13F,03/31/2022,42.33,
Mgm resorts international  inc.,MGM,"",41000.0,1720000.0,0.002,,2344,41000.0,,new,0.0096232,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,41.94,
Andersons  inc. (the),ANDE,"",34200.0,1719000.0,0.002,,2345,34200.0,,new,0.1010938,Q1 2022,CONSUMER STAPLES,13F,03/31/2022,50.26,
Evergy inc,EVRG,"",25129.0,1717000.0,0.002,0.0084,2346,-72932.0,-74.374114,reduction,0.0109505,Q3 2014,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,55.89,
Igm biosciences inc,IGMS,"",64200.0,1716000.0,0.002,0.0005,2347,51700.0,413.6,addition,0.2343086,Q4 2021,HEALTH CARE,13F,03/31/2022,27.2362,
Identiv inc,INVE,"",105852.0,1712000.0,0.002,0.0046,2348,-25800.0,-19.59712,reduction,0.4739287,Q2 2013,INFORMATION TECHNOLOGY,13F,03/31/2022,25.85,
Bilibili inc,BILI,"",66800.0,1709000.0,0.002,0.0758,2349,-1246067.0,-94.911899,reduction,0.0217668,Q1 2019,COMMUNICATIONS,13F,03/31/2022,50.44,
Rgc resources inc,RGCO,"",78933.0,1706000.0,0.002,0.0029,2350,-21666.0,-21.536993,reduction,0.9372042,Q3 2018,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,25.85,
Ishares semiconductor etf-,SOXX,"",3600.0,1704000.0,0.002,,2351,3600.0,,new,No Data,Q2 2021,FINANCE,13F,03/31/2022,473.28,
Metalla royalty & streaming ltd,MTA,"",240102.0,1698000.0,0.002,0.0012,2352,100702.0,72.239598,addition,0.5373491,Q3 2021,MATERIALS,13F,03/31/2022,6.9365,
Dallasnews corp,DALN,"",241701.0,1692000.0,0.002,0.0022,2353,-6800.0,-2.736407,reduction,5.1017550,Q3 2011,COMMUNICATIONS,13F,03/31/2022,6.33,
Ensign group inc. (the),ENSG,"",18800.0,1692000.0,0.002,,2354,18800.0,,new,0.0338879,Q1 2022,HEALTH CARE,13F,03/31/2022,90.01,
Siriuspoint ltd,SPNT,"",225965.0,1690000.0,0.002,0.0005,2355,174978.0,343.181595,addition,0.1393145,Q4 2014,FINANCE,13F,03/31/2022,8.2043,
Amplify online retail etf,IBUY,"",25600.0,1682000.0,0.002,0.0012,2356,14200.0,124.561404,addition,No Data,Q4 2021,FINANCE,13F,03/31/2022,75.6427,
Super micro computer inc,SMCI,"",44140.0,1680000.0,0.002,0.0041,2357,-30497.0,-40.860431,reduction,0.0850369,Q4 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,37.57,
Network-1 technologies inc,NTIP,"",643666.0,1680000.0,0.002,0.0023,2358,-6578.0,-1.01162,reduction,2.6950775,Q2 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,4.13,
Tetra technologies  inc.,TTI,"",408276.0,1678000.0,0.002,0.0016,2359,-46200.0,-10.165553,reduction,0.3197074,Q4 2020,ENERGY,13F,03/31/2022,0.97,
Us energy corp,USEG,"",385290.0,1676000.0,0.002,0.0001,2360,362890.0,1620.044643,addition,1.5004746,Q4 2021,ENERGY,13F,03/31/2022,4.2872,
1stdibs.com inc,DIBS,"",209100.0,1671000.0,0.002,,2361,209100.0,,new,0.5492939,Q1 2022, ,13F,03/31/2022,7.99,
Rvl pharmaceuticals plc,RVLP,"",986723.0,1668000.0,0.002,0.0018,2362,-369051.0,-27.220687,reduction,1.1810018,Q2 2019,HEALTH CARE,13F,03/31/2022,3.52,
Pure cycle corp,PCYO,"",138600.0,1666000.0,0.002,0.0011,2363,78706.0,131.408822,addition,0.5784998,Q4 2018,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,11.1557,
Compass pathways plc ads,CMPS,"",129200.0,1665000.0,0.002,0.0017,2364,67770.0,110.32069,addition,0.3039188,Q2 2021,HEALTH CARE,13F,03/31/2022,22.0522,
Tsakos energy navigation limited,TNP,"",189278.0,1664000.0,0.002,0.0016,2365,13698.0,7.801572,addition,1.0402285,Q2 2006,ENERGY,13F,03/31/2022,25.645,
Yatra online inc,YTRA,"",838005.0,1659000.0,0.0019,0.0023,2366,-231900.0,-21.674822,reduction,1.4533972,Q3 2017,CONSUMER DISCRETIONARY,13F,03/31/2022,1.9,
Montrose environmental group  inc.,MEG,"",31300.0,1657000.0,0.0019,0.0079,2367,-59200.0,-65.414365,reduction,0.1054629,Q2 2021,INDUSTRIALS,13F,03/31/2022,63.78,
Stoneridge inc.,SRI,"",79619.0,1653000.0,0.0019,0.0026,2368,-24250.0,-23.346716,reduction,0.2914829,Q1 2015,CONSUMER DISCRETIONARY,13F,03/31/2022,17.88,
Ingersoll rand inc,IR,"",32700.0,1646000.0,0.0019,,2369,32700.0,,new,0.0080556,Q1 2022,INDUSTRIALS,13F,03/31/2022,50.35,
Immersion corp,IMMR,"",296113.0,1646000.0,0.0019,0.0033,2370,-171657.0,-36.696881,reduction,0.8809203,Q1 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,7.97,
Avantis u.s. small cap value etf,AVUV,"",20600.0,1645000.0,0.0019,,2371,20600.0,,new,No Data,Q3 2021,FINANCE,13F,03/31/2022,79.86,
Empire state realty trust inc,ESRT,"",167300.0,1643000.0,0.0019,0.0048,2372,-262027.0,-61.032034,reduction,0.1004383,Q4 2014,REAL ESTATE,13F,03/31/2022,11.64,
Semler scientific inc,SMLR,"",33129.0,1642000.0,0.0019,0.0012,2373,22929.0,224.794118,addition,0.4877109,Q4 2021,HEALTH CARE,13F,03/31/2022,62.519,
Amcon distributing co.,DIT,"",10575.0,1642000.0,0.0019,0.0027,2374,-110.0,-1.029481,reduction,1.8083445,Q3 2009,INDUSTRIALS,13F,03/31/2022,76.83,
Computer programs and systems inc,CPSI,"",47600.0,1640000.0,0.0019,0.0018,2375,-2800.0,-5.555556,reduction,0.3224106,Q1 2019,HEALTH CARE,13F,03/31/2022,27.77,
Hersha hospitality trust,HT,"",180562.0,1640000.0,0.0019,0.0002,2376,159362.0,751.707547,addition,0.4588044,Q4 2021,REAL ESTATE,13F,03/31/2022,9.0906,
Barnwell industries  inc.,BRN,"",637622.0,1639000.0,0.0019,0.002,2377,83286.0,15.024462,addition,6.4039575,Q3 2007,ENERGY,13F,03/31/2022,2.7613,
Peoples financial services corp,PFIS,"",32467.0,1639000.0,0.0019,0.0021,2378,-7.0,-0.021556,reduction,0.4526937,Q3 2015,FINANCE,13F,03/31/2022,45.7,
Sentinelone inc,S,"",42200.0,1635000.0,0.0019,,2379,42200.0,,new,0.0211833,Q1 2022,INFORMATION TECHNOLOGY,13F,03/31/2022,38.74,
Checkpoint therapeutics inc,CKPT,"",923035.0,1634000.0,0.0019,0.0009,2380,696535.0,307.520971,addition,1.0985054,Q4 2021,HEALTH CARE,13F,03/31/2022,2.0988,
Taysha gene therapies  inc.,TSHA,"",250500.0,1633000.0,0.0019,,2381,250500.0,,new,0.6178108,Q1 2022,HEALTH CARE,13F,03/31/2022,6.52,
Gatos silver  inc.,GATO,"",377200.0,1630000.0,0.0019,0.0033,2382,120826.0,47.128804,addition,0.5456032,Q3 2021,MATERIALS,13F,03/31/2022,8.969,
Meridian bank (pennsylvania),MRBK,"",50800.0,1630000.0,0.0019,0.0028,2383,-10500.0,-17.128874,reduction,0.8308223,Q3 2020,FINANCE,13F,03/31/2022,23.16,
Annexon  inc.,ANNX,"",596529.0,1629000.0,0.0019,0.0014,2384,495629.0,491.208127,addition,1.5468720,Q4 2021,HEALTH CARE,13F,03/31/2022,4.2117,
Secureworks corp,SCWX,"",122640.0,1625000.0,0.0019,0.0006,2385,90600.0,282.771536,addition,0.8253279,Q1 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,13.2317,
Overseas shipholding group inc,OSG,"",776679.0,1623000.0,0.0019,0.001,2386,331990.0,74.65667,addition,0.8848351,Q2 2016,TRANSPORTS,13F,03/31/2022,2.3591,
Sunopta inc.,STKL,"",322896.0,1621000.0,0.0019,0.0037,2387,-103300.0,-24.237675,reduction,0.2962720,Q2 2018,CONSUMER STAPLES,13F,03/31/2022,6.2,
Msc industrial direct  inc.,MSM,"",19000.0,1619000.0,0.0019,0.0122,2388,-97300.0,-83.662941,reduction,0.0401432,Q4 2021,INDUSTRIALS,13F,03/31/2022,84.06,
Qiwi plc adr,QIWI,"",571151.0,1619000.0,0.0019,0.0061,2389,-41500.0,-6.77384,reduction,1.0920783,Q3 2014,COMMUNICATIONS,13F,03/31/2022,15.84,
Clearpoint neuro inc,CLPT,"",155000.0,1614000.0,0.0019,0.0012,2390,71800.0,86.298077,addition,0.6537845,Q1 2020,HEALTH CARE,13F,03/31/2022,10.8448,
Act ii glbl acquisition corp,FREE,"",225179.0,1612000.0,0.0019,0.0015,2391,112679.0,100.159111,addition,0.5372616,Q4 2020,FINANCE,13F,03/31/2022,8.9486,
Aramark,ARMK,"",42800.0,1609000.0,0.0019,,2392,42800.0,,new,0.0166669,Q1 2022,CONSUMER DISCRETIONARY,13F,03/31/2022,37.6,
Thermon group holdings inc,THR,"",99200.0,1607000.0,0.0019,0.003,2393,-41900.0,-29.695252,reduction,0.2964013,Q2 2012,INDUSTRIALS,13F,03/31/2022,18.14,
Freeport-mcmoran copper & gold  inc,FCX,"",32300.0,1607000.0,0.0019,,2394,32300.0,,new,0.0022287,Q1 2022,MATERIALS,13F,03/31/2022,49.74,
Pedevco corp,PED,"",1189503.0,1606000.0,0.0019,0.0021,2395,-433808.0,-26.723653,reduction,1.3918315,Q3 2021,ENERGY,13F,03/31/2022,1.06,
Cass information systems  inc. (cass bank & trust),CASS,"",43460.0,1604000.0,0.0019,,2396,43460.0,,new,0.3183218,Q1 2021,INDUSTRIALS,13F,03/31/2022,36.91,
Denison mine corp,DNN,"",1001713.0,1603000.0,0.0019,0.0095,2397,-4557512.0,-81.981068,reduction,0.1225278,Q3 2021,MATERIALS,13F,03/31/2022,1.44,
Nautilus inc,NLS,"",388900.0,1602000.0,0.0019,0.0025,2398,57000.0,17.173848,addition,1.2358709,Q2 2019,CONSUMER DISCRETIONARY,13F,03/31/2022,8.8395,
Douyu international holdings ltd,DOYU,"",769600.0,1601000.0,0.0019,0.0044,2399,-584800.0,-43.177791,reduction,0.2424060,Q1 2020,INFORMATION TECHNOLOGY,13F,03/31/2022,2.93,
Harmonic inc.,HLIT,"",172327.0,1601000.0,0.0019,0.0056,2400,-208000.0,-54.68978,reduction,0.1649230,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,11.76,
Adtalem global education inc. (kellery & taylor corp. -devry inc.),ATGE,"",53900.0,1601000.0,0.0019,0.0005,2401,40862.0,313.406964,addition,0.1193970,Q2 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,31.3404,
Voya financial inc,VOYA,"",24100.0,1599000.0,0.0019,,2402,24100.0,,new,0.0235871,Q3 2021,FINANCE,13F,03/31/2022,66.35,
Silicom ltd,SILC,"",40600.0,1598000.0,0.0019,0.0027,2403,-1200.0,-2.870813,reduction,0.6104507,Q3 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,40.3,
Ssqa spdr s&p 600 small cap value etf,SLYV,"",19100.0,1592000.0,0.0019,,2404,19100.0,,new,No Data,Q1 2021,FINANCE,13F,03/31/2022,83.33,
Callaway golf co.,ELY,"",67900.0,1590000.0,0.0019,0.0099,2405,-221725.0,-76.555891,reduction,0.0367632,Q3 2021,CONSUMER DISCRETIONARY,13F,03/31/2022,27.63,
Ingevity corp,NGVT,"",24800.0,1589000.0,0.0019,0.0034,2406,-13600.0,-35.416667,reduction,0.0639992,Q4 2019,MATERIALS,13F,03/31/2022,73.38,
Rimini street inc,RMNI,"",273930.0,1589000.0,0.0019,0.0039,2407,-254100.0,-48.122266,reduction,0.3147174,Q3 2018,FINANCE,13F,03/31/2022,5.04,
Icad inc.,ICAD,"",356390.0,1589000.0,0.0019,0.0024,2408,84900.0,31.27187,addition,1.4152650,Q4 2006,HEALTH CARE,13F,03/31/2022,23.6949,
Berkshire grey inc,BGRY,"",550978.0,1587000.0,0.0019,0.0004,2409,499478.0,969.860194,addition,0.2427356,Q4 2021,INDUSTRIALS,13F,03/31/2022,3.1249,
Full truck alliance co ltd,YMM,"",237700.0,1585000.0,0.0019,0.0242,2410,-2087057.0,-89.775275,reduction,0.0238788,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,8.37,
Karyopharm therapeutics inc,KPTI,"",215100.0,1585000.0,0.0019,0.0007,2411,129200.0,150.407451,addition,0.2708442,Q2 2021,HEALTH CARE,13F,03/31/2022,6.8189,
Invesco mortgage capital inc,IVR,"",69250.0,1579000.0,0.0019,0.0005,2412,55380.0,399.279019,addition,0.2099007,Q4 2020,REAL ESTATE,13F,03/31/2022,2.3801,
Ishares msci australia etf,EWA,"",59700.0,1578000.0,0.0019,,2413,59700.0,,new,No Data,Q1 2022,FINANCE,13F,03/31/2022,26.43,
Kiniksa pharmaceuticals ltd,KNSA,"",158700.0,1577000.0,0.0019,0.0044,2414,-144600.0,-47.675569,reduction,0.4630191,Q4 2021,HEALTH CARE,13F,03/31/2022,11.77,
Tiptree inc,TIPT,"",122400.0,1573000.0,0.0018,0.0024,2415,-17900.0,-12.758375,reduction,0.3507253,Q2 2018,REAL ESTATE,13F,03/31/2022,6.14,
Delek us holdings inc.,DK,"",73800.0,1566000.0,0.0018,,2416,73800.0,,new,0.0835592,Q1 2021,ENERGY,13F,03/31/2022,21.22,
Malvern bancorp inc,MLVF,"",96964.0,1562000.0,0.0018,0.002,2417,-6161.0,-5.974303,reduction,1.2716405,Q4 2016,FINANCE,13F,03/31/2022,19.9,
Acnb corp.,ACNB,"",44655.0,1561000.0,0.0018,0.0019,2418,-3701.0,-7.653652,reduction,0.5128616,Q2 2016,FINANCE,13F,03/31/2022,29.69,
Prophase laboratories inc.,PRPH,"",222610.0,1558000.0,0.0018,0.002,2419,-5000.0,-2.19674,reduction,1.4375012,Q4 2007,HEALTH CARE,13F,03/31/2022,3.96,
Trinity biotech plc adr,TRIB,"",1468436.0,1557000.0,0.0018,0.0028,2420,-100119.0,-6.382881,reduction,5.4552755,Q1 2006,HEALTH CARE,13F,03/31/2022,3.8,
Usa truck inc.,USAK,"",75400.0,1553000.0,0.0018,0.0022,2421,-13800.0,-15.470852,reduction,0.8370461,Q4 2021,TRANSPORTS,13F,03/31/2022,19.88,
Wireless telecom group inc.,WTT,"",900236.0,1548000.0,0.0018,0.0027,2422,-77308.0,-7.908391,reduction,3.9188388,Q4 2005,INFORMATION TECHNOLOGY,13F,03/31/2022,2.01,
Hayward holdings inc,HAYW,"",93000.0,1546000.0,0.0018,0.0018,2423,37500.0,67.567568,addition,0.0410628,Q2 2021,INDUSTRIALS,13F,03/31/2022,22.2834,
Luxfer holdings plc,LXFR,"",91900.0,1544000.0,0.0018,0.0004,2424,74300.0,422.159091,addition,0.3254468,Q4 2013,MATERIALS,13F,03/31/2022,16.4629,
Ishares global infrastructure etf-,IGF,"",30300.0,1541000.0,0.0018,,2425,30300.0,,new,No Data,Q1 2022,INDUSTRIALS,13F,03/31/2022,50.86,
Onespan inc,OSPN,"",106654.0,1540000.0,0.0018,0.0004,2426,86384.0,426.166749,addition,0.2664957,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,14.9132,
Lightpath technologies inc. class a,LPTH,"",780470.0,1538000.0,0.0018,0.0024,2427,-22100.0,-2.753654,reduction,2.8856289,Q3 2019,INFORMATION TECHNOLOGY,13F,03/31/2022,2.39,
Ishares global energy etf-,IXC,"",42400.0,1533000.0,0.0018,,2428,42400.0,,new,No Data,Q1 2022,ENERGY,13F,03/31/2022,36.15,
Galiano gold inc,GAU,"",2761792.0,1527000.0,0.0018,0.0025,2429,-110389.0,-3.843386,reduction,1.2277717,Q2 2013,MATERIALS,13F,03/31/2022,0.87,
Insurance acquisition corp,SFT,"",694192.0,1527000.0,0.0018,0.0009,2430,475397.0,217.279645,addition,0.8191432,Q3 2021,FINANCE,13F,03/31/2022,2.9281,
Solid biosciences inc,SLDB,"",1268575.0,1522000.0,0.0018,0.0013,2431,660747.0,108.706246,addition,1.1245049,Q1 2019,HEALTH CARE,13F,03/31/2022,2.0529,
Vaneck emerging markets high yield bond etf-,HYEM,"",75400.0,1520000.0,0.0018,,2432,75400.0,,new,No Data,Q3 2021,FINANCE,13F,03/31/2022,20.16,
Taitron components inc  class a,TAIT,"",388373.0,1519000.0,0.0018,0.0021,2433,-27400.0,-6.590135,reduction,7.5949513,Q2 2016,INFORMATION TECHNOLOGY,13F,03/31/2022,2.99,
Euroseas ltd,ESEA,"",52278.0,1517000.0,0.0018,0.0018,2434,-6800.0,-11.510207,reduction,0.7166729,Q3 2008,TRANSPORTS,13F,03/31/2022,921.99,
Hireright holdings corp,HRT,"",88400.0,1512000.0,0.0018,0.0002,2435,77500.0,711.009174,addition,0.1113449,Q4 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,16.9644,
Novan inc,NOVN,"",382665.0,1508000.0,0.0018,0.0018,2436,38293.0,11.119661,addition,1.9958967,Q4 2021,HEALTH CARE,13F,03/31/2022,4.147,
Kimco realty corp.,KIM,"",60800.0,1502000.0,0.0018,,2437,60800.0,,new,0.0098381,Q1 2022,REAL ESTATE,13F,03/31/2022,24.7,
Maui land & pineapple co,MLP,"",135149.0,1502000.0,0.0018,0.0018,2438,-13805.0,-9.267962,reduction,0.6924615,Q2 2014,CONSUMER STAPLES,13F,03/31/2022,14.82,
Ashford inc,AINC,"",87487.0,1499000.0,0.0018,0.002,2439,-8166.0,-8.537108,reduction,2.8152956,Q2 2016,FINANCE,13F,03/31/2022,20.72,
Fortress biotech inc,FBIO,"",1101300.0,1498000.0,0.0018,0.0003,2440,1001653.0,1005.201361,addition,1.0252937,Q4 2021,HEALTH CARE,13F,03/31/2022,1.4631,
Omnicell inc,OMCL,"",11543.0,1495000.0,0.0018,,2441,11543.0,,new,0.0261165,Q1 2022,HEALTH CARE,13F,03/31/2022,129.49,
Immucell corp.,ICCC,"",154579.0,1492000.0,0.0018,0.0017,2442,-13037.0,-7.777897,reduction,1.9964060,Q2 2013,HEALTH CARE,13F,03/31/2022,6.16,
Azul sa adr,AZUL,"",99100.0,1491000.0,0.0017,0.0077,2443,-372500.0,-78.986429,reduction,0.0885895,Q4 2021,TRANSPORTS,13F,03/31/2022,13.2,
Urban outfitters inc.,URBN,"",59200.0,1487000.0,0.0017,0.011,2444,-243000.0,-80.410324,reduction,0.0638863,Q4 2020,CONSUMER DISCRETIONARY,13F,03/31/2022,36.48,
Telecom argentina s.a. adr,TEO,"",247143.0,1485000.0,0.0017,0.0013,2445,38943.0,18.704611,addition,0.1967517,Q1 2021,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2022,5.4287,
Autoscope technologies corporation,AATC,"",232649.0,1484000.0,0.0017,0.0019,2446,-15200.0,-6.132766,reduction,4.3151167,Q3 2015,INFORMATION TECHNOLOGY,13F,03/31/2022,4.13,
Infrastructure & energy alternatives inc,IEA,"",124900.0,1480000.0,0.0017,0.0022,2447,-66057.0,-34.592605,reduction,0.2584669,Q2 2018,FINANCE,13F,03/31/2022,,
Corvus pharmaceuticals inc,CRVS,"",901132.0,1478000.0,0.0017,0.0031,2448,-142600.0,-13.662511,reduction,1.9356907,Q1 2017,HEALTH CARE,13F,03/31/2022,5.15,
Csp inc,CSPI,"",187388.0,1477000.0,0.0017,0.0023,2449,-19200.0,-9.29386,reduction,4.1337105,Q3 2010,INFORMATION TECHNOLOGY,13F,03/31/2022,8.17,
Sasol ltd. adr,SSL,"",61000.0,1475000.0,0.0017,0.0003,2450,47200.0,342.028986,addition,0.0096942,Q4 2021,ENERGY,13F,03/31/2022,22.4199,
Mimedx group inc,MDXG,"",312385.0,1471000.0,0.0017,0.0013,2451,134085.0,75.201907,addition,0.2755866,Q4 2020,HEALTH CARE,13F,03/31/2022,7.1814,
Northern technologies international corp,NTIC,"",122077.0,1467000.0,0.0017,0.0025,2452,-11400.0,-8.540797,reduction,1.3238277,Q4 2014,MATERIALS,13F,03/31/2022,9.68,
Lightinthebox holding co. ltd adr,LITB,"",1394620.0,1464000.0,0.0017,0.0018,2453,-31500.0,-2.20879,reduction,1.2335199,Q2 2014,CONSUMER DISCRETIONARY,13F,03/31/2022,2.1,
Spdr bloomberg 1-3 month t-bill etf,BIL,"",16000.0,1463000.0,0.0017,0.0082,2454,-55900.0,-77.746871,reduction,No Data,Q4 2017,FINANCE,13F,03/31/2022,91.44,
Vistagen therapeutics inc,VTGN,"",1178489.0,1461000.0,0.0017,,2455,1178489.0,,new,0.5703076,Q1 2022,HEALTH CARE,13F,03/31/2022,1.24,
Viant technology inc,DSP,"",222692.0,1459000.0,0.0017,0.0013,2456,116792.0,110.285175,addition,1.5825767,Q3 2021,INFORMATION TECHNOLOGY,13F,03/31/2022,9.0609,
Espey manufacturing & electronics corp.,ESP,"",104812.0,1457000.0,0.0017,0.0019,2457,-4100.0,-3.764507,reduction,3.8781440,Q2 2007,INDUSTRIALS,13F,03/31/2022,24.17,
